rating,comm,date,playtime,comm_ready,rating_bool
Recommended,потеря личной жизни,Posted: 11 Apr @ 3:37pm,2.8 hrs last two weeks / 113.8 hrs on record(111.0 hrs at review time),потеря личный жизнь,1
Recommended,верните античит,Posted: 11 Apr @ 3:28pm,41.2 hrs last two weeks / 267.5 hrs on record(233.4 hrs at review time),вернуть античит,1
Not Recommended,"Никогда, слышите, НИКОГДА...Не открывайте контейнеры, выше синьки ничего!Из 20-ти контейнеров.",Posted: 11 Apr @ 3:21pm,"22.7 hrs last two weeks / 1,163.7 hrs on record(1,145.2 hrs at review time)",никогда слышать никогда не открывать контейнер выше синька ничего из 20 ти контейнер,0
Recommended,"Сама игра так себе , но когда покупаете Прайм статус она становится фармилкой денег т.к за звание на выбор можно взять либо граффити , скин или кейс (советую брать только кейсы и скины (их можно продать) лично я окупился и 1500 потраченных рублей не жалею",Posted: 11 Apr @ 3:10pm,13.7 hrs last two weeks / 249.7 hrs on record(238.1 hrs at review time),игра покупать прайма статус становиться фармилка деньга звание выбор либо граффити скин кейс советовать брать кейс скин они продать лично окупиться 1500 потратить рубль жалеть,1
Recommended,негры пидоры,Posted: 11 Apr @ 2:58pm,13.7 hrs last two weeks / 242.6 hrs on record(232.8 hrs at review time),негр пидор,1
Recommended,крутая залупа,Posted: 11 Apr @ 2:58pm,8.9 hrs last two weeks / 66.6 hrs on record(62.2 hrs at review time),крутой залупа,1
Recommended,верните кс го,Posted: 11 Apr @ 2:15pm,14.1 hrs last two weeks / 19.5 hrs on record(11.1 hrs at review time),вернуть кс го,1
Recommended,бу,Posted: 11 Apr @ 2:09pm,30.6 hrs last two weeks / 209.2 hrs on record(186.5 hrs at review time),бу,1
Recommended,"я цыган у меня 48 отцов, они насилуют меня каждый день и заставляют играть в это!!!!помогите!!!",Posted: 11 Apr @ 2:04pm,"36.5 hrs last two weeks / 5,817.0 hrs on record(5,794.6 hrs at review time)",цыган 48 отец насиловать заставлять играть это помочь,1
Recommended,"О Counter-Strike 2 говорят вот уже полгода. Фанаты шутеров, любители игр от Valve, зрители киберспорта. Так получилось, что еще до официального релиза CS 2 разобрали по винтикам и узнали все особенности геймплея. По факту релиз мало что дает, кроме долгожданного открытия доступа к игре. CS 2 все еще будут долго допиливать, обновлять и улучшать. И для игры такого формата это нормально.",Posted: 11 Apr @ 2:06pm,169.4 hrs last two weeks / 272.6 hrs on record(137.8 hrs at review time),counter strike говорить полгода фанат шутер любитель игра valve зритель киберспорт получиться официальный релиз cs разобрать винтик узнать особенность геймплей факт релиз давать долгожданный открытие доступ игра cs допиливать обновлять улучшать игра такой формат нормально,1
Recommended,ксго была лучше,Posted: 11 Apr @ 2:04pm,47.8 hrs last two weeks / 260.1 hrs on record(218.3 hrs at review time),ксго,1
Not Recommended,"Говно ,игра для даунов",Posted: 11 Apr @ 2:03pm,13.6 hrs last two weeks / 263.0 hrs on record(255.7 hrs at review time),говно игра даун,0
Recommended,Пойдет,Posted: 11 Apr @ 2:02pm,28.2 hrs last two weeks / 232.4 hrs on record(207.1 hrs at review time),пойти,1
Recommended,полноя ,Posted: 11 Apr @ 1:55pm,15.4 hrs last two weeks / 62.4 hrs on record(49.2 hrs at review time),полной,1
Recommended,тут  вашу маму,Posted: 11 Apr @ 1:55pm,"17.0 hrs last two weeks / 1,257.6 hrs on record(1,251.0 hrs at review time)",ваш мама,1
Recommended,От читеров избавится а так топ играю не первый год,Posted: 11 Apr @ 1:52pm,10.2 hrs last two weeks / 11.1 hrs on record(7.2 hrs at review time),читер избавиться топ играть,1
Not Recommended,много читеров,Posted: 11 Apr @ 1:50pm,38.4 hrs last two weeks / 566.3 hrs on record(531.5 hrs at review time),читер,0
Recommended,"игра топи-топи, пративника бабах бабах и в ногах лежать",Posted: 11 Apr @ 1:48pm,31.1 hrs last two weeks / 33.8 hrs on record(32.7 hrs at review time),игра топь топь пративник бабах бабах нога,1
Not Recommended,"Одни читеры , игра совсем отвратительная!",Posted: 11 Apr @ 1:48pm,"2.8 hrs last two weeks / 1,855.7 hrs on record(1,855.7 hrs at review time)",один читер игра отвратительный,0
Recommended,класс,Posted: 11 Apr @ 1:38pm,71.6 hrs last two weeks / 268.8 hrs on record(212.3 hrs at review time),класс,1
Recommended,оч хорошо,Posted: 11 Apr @ 1:33pm,2.8 hrs last two weeks / 142.4 hrs on record(140.6 hrs at review time),оч,1
Recommended,игра на пару часов)))))))))))))))))),Posted: 11 Apr @ 1:30pm,26.3 hrs last two weeks / 26.3 hrs on record(11.1 hrs at review time),игра пара час,1
Recommended,огонь,Posted: 11 Apr @ 1:26pm,63.7 hrs last two weeks / 440.2 hrs on record(391.0 hrs at review time),огонь,1
Recommended,игра топ зная что куча дыр в игрея,Posted: 11 Apr @ 1:21pm,7.6 hrs last two weeks / 226.7 hrs on record(219.4 hrs at review time),игра топ знать куча дыра игреть,1
Recommended,крутая игра,Posted: 11 Apr @ 1:20pm,6.2 hrs last two weeks / 12.0 hrs on record(8.1 hrs at review time),крутой игра,1
Recommended,НЕТ,Posted: 11 Apr @ 1:18pm,19.6 hrs last two weeks / 25.1 hrs on record(5.5 hrs at review time),,1
Recommended,фывфыв,Posted: 11 Apr @ 1:09pm,24.5 hrs last two weeks / 177.9 hrs on record(155.5 hrs at review time),фывфыть,1
